index,file_name,class,state,label
1410,11410.png,metal_nut,good,metal_nut-good
1411,11411.png,metal_nut,good,metal_nut-good
1412,11412.png,leather,good,leather-good
1413,11413.png,grid,good,grid-good
1414,11414.png,pill,good,pill-good
1415,11415.png,capsule,faulty_imprint,capsule-faulty_imprint
1416,11416.png,wood,good,wood-good
1417,11417.png,screw,good,screw-good
1418,11418.png,pill,scratch,pill-scratch
1419,11419.png,pill,good,pill-good
1420,11420.png,zipper,good,zipper-good
1421,11421.png,tile,good,tile-good
1422,11422.png,carpet,good,carpet-good
1423,11423.png,metal_nut,good,metal_nut-good
1424,11424.png,tile,good,tile-good
1425,11425.png,grid,good,grid-good
1426,11426.png,wood,good,wood-good
1427,11427.png,transistor,good,transistor-good
1428,11428.png,wood,good,wood-good
1429,11429.png,cable,good,cable-good
1430,11430.png,zipper,squeezed_teeth,zipper-squeezed_teeth
1431,11431.png,hazelnut,hole,hazelnut-hole
1432,11432.png,cable,good,cable-good
1433,11433.png,carpet,good,carpet-good
1434,11434.png,hazelnut,good,hazelnut-good
1435,11435.png,wood,good,wood-good
1436,11436.png,transistor,good,transistor-good
1437,11437.png,hazelnut,good,hazelnut-good
1438,11438.png,cable,poke_insulation,cable-poke_insulation
1439,11439.png,metal_nut,bent,metal_nut-bent
1440,11440.png,capsule,good,capsule-good
1441,11441.png,carpet,good,carpet-good
1442,11442.png,screw,manipulated_front,screw-manipulated_front
1443,11443.png,hazelnut,cut,hazelnut-cut
1444,11444.png,metal_nut,bent,metal_nut-bent
1445,11445.png,leather,good,leather-good
1446,11446.png,screw,manipulated_front,screw-manipulated_front
1447,11447.png,screw,scratch_neck,screw-scratch_neck
1448,11448.png,cable,good,cable-good
1449,11449.png,transistor,cut_lead,transistor-cut_lead
1450,11450.png,hazelnut,good,hazelnut-good
1451,11451.png,pill,good,pill-good
1452,11452.png,metal_nut,good,metal_nut-good
1453,11453.png,carpet,good,carpet-good
1454,11454.png,screw,good,screw-good
1455,11455.png,zipper,fabric_interior,zipper-fabric_interior
1456,11456.png,zipper,split_teeth,zipper-split_teeth
1457,11457.png,screw,good,screw-good
1458,11458.png,toothbrush,good,toothbrush-good
1459,11459.png,zipper,good,zipper-good
1460,11460.png,wood,good,wood-good
1461,11461.png,pill,crack,pill-crack
1462,11462.png,leather,good,leather-good
1463,11463.png,bottle,good,bottle-good
1464,11464.png,screw,good,screw-good
1465,11465.png,cable,good,cable-good
1466,11466.png,zipper,good,zipper-good
1467,11467.png,hazelnut,good,hazelnut-good
1468,11468.png,grid,good,grid-good
1469,11469.png,hazelnut,good,hazelnut-good
1470,11470.png,grid,thread,grid-thread
1471,11471.png,metal_nut,good,metal_nut-good
1472,11472.png,tile,good,tile-good
1473,11473.png,zipper,good,zipper-good
1474,11474.png,zipper,good,zipper-good
1475,11475.png,metal_nut,good,metal_nut-good
1476,11476.png,metal_nut,good,metal_nut-good
1477,11477.png,leather,good,leather-good
1478,11478.png,carpet,good,carpet-good
1479,11479.png,transistor,damaged_case,transistor-damaged_case
1480,11480.png,metal_nut,good,metal_nut-good
1481,11481.png,grid,good,grid-good
1482,11482.png,hazelnut,good,hazelnut-good
1483,11483.png,carpet,good,carpet-good
1484,11484.png,wood,good,wood-good
1485,11485.png,hazelnut,good,hazelnut-good
1486,11486.png,zipper,good,zipper-good
1487,11487.png,transistor,good,transistor-good
1488,11488.png,metal_nut,color,metal_nut-color
1489,11489.png,pill,color,pill-color
1490,11490.png,leather,good,leather-good
1491,11491.png,capsule,good,capsule-good
1492,11492.png,leather,good,leather-good
1493,11493.png,cable,good,cable-good
1494,11494.png,hazelnut,good,hazelnut-good
1495,11495.png,wood,good,wood-good
1496,11496.png,zipper,squeezed_teeth,zipper-squeezed_teeth
1497,11497.png,pill,good,pill-good
1498,11498.png,hazelnut,good,hazelnut-good
1499,11499.png,zipper,good,zipper-good
1500,11500.png,metal_nut,flip,metal_nut-flip
1501,11501.png,screw,thread_top,screw-thread_top
1502,11502.png,screw,good,screw-good
1503,11503.png,metal_nut,flip,metal_nut-flip
1504,11504.png,hazelnut,good,hazelnut-good
1505,11505.png,hazelnut,good,hazelnut-good
1506,11506.png,leather,good,leather-good
1507,11507.png,leather,good,leather-good
1508,11508.png,pill,good,pill-good
1509,11509.png,hazelnut,good,hazelnut-good
1510,11510.png,carpet,good,carpet-good
1511,11511.png,carpet,good,carpet-good
1512,11512.png,cable,good,cable-good
1513,11513.png,cable,good,cable-good
1514,11514.png,pill,good,pill-good
1515,11515.png,hazelnut,good,hazelnut-good
1516,11516.png,tile,good,tile-good
1517,11517.png,carpet,good,carpet-good
1518,11518.png,wood,good,wood-good
1519,11519.png,hazelnut,good,hazelnut-good
1520,11520.png,leather,good,leather-good
1521,11521.png,hazelnut,good,hazelnut-good
1522,11522.png,screw,good,screw-good
1523,11523.png,metal_nut,flip,metal_nut-flip
1524,11524.png,transistor,good,transistor-good
1525,11525.png,screw,good,screw-good
1526,11526.png,hazelnut,good,hazelnut-good
1527,11527.png,leather,good,leather-good
1528,11528.png,screw,manipulated_front,screw-manipulated_front
1529,11529.png,leather,good,leather-good
1530,11530.png,pill,good,pill-good
1531,11531.png,leather,good,leather-good
1532,11532.png,tile,good,tile-good
1533,11533.png,hazelnut,good,hazelnut-good
1534,11534.png,zipper,good,zipper-good
1535,11535.png,grid,good,grid-good
1536,11536.png,zipper,good,zipper-good
1537,11537.png,carpet,good,carpet-good
1538,11538.png,tile,good,tile-good
1539,11539.png,transistor,good,transistor-good
1540,11540.png,hazelnut,good,hazelnut-good
1541,11541.png,toothbrush,good,toothbrush-good
1542,11542.png,leather,good,leather-good
1543,11543.png,leather,good,leather-good
1544,11544.png,screw,good,screw-good
1545,11545.png,grid,good,grid-good
1546,11546.png,pill,crack,pill-crack
1547,11547.png,transistor,good,transistor-good
1548,11548.png,pill,good,pill-good
1549,11549.png,screw,good,screw-good
1550,11550.png,pill,good,pill-good
1551,11551.png,wood,good,wood-good
1552,11552.png,cable,bent_wire,cable-bent_wire
1553,11553.png,screw,good,screw-good
1554,11554.png,wood,good,wood-good
1555,11555.png,zipper,good,zipper-good
1556,11556.png,grid,good,grid-good
1557,11557.png,hazelnut,good,hazelnut-good
1558,11558.png,capsule,good,capsule-good
1559,11559.png,bottle,good,bottle-good
1560,11560.png,hazelnut,good,hazelnut-good
1561,11561.png,grid,good,grid-good
1562,11562.png,grid,thread,grid-thread
1563,11563.png,screw,thread_top,screw-thread_top
1564,11564.png,leather,good,leather-good
1565,11565.png,pill,combined,pill-combined
1566,11566.png,cable,good,cable-good
1567,11567.png,screw,good,screw-good
1568,11568.png,capsule,good,capsule-good
1569,11569.png,transistor,damaged_case,transistor-damaged_case
1570,11570.png,metal_nut,good,metal_nut-good
1571,11571.png,grid,good,grid-good
1572,11572.png,capsule,good,capsule-good
1573,11573.png,transistor,good,transistor-good
1574,11574.png,leather,glue,leather-glue
1575,11575.png,bottle,good,bottle-good
1576,11576.png,transistor,good,transistor-good
1577,11577.png,capsule,faulty_imprint,capsule-faulty_imprint
1578,11578.png,pill,good,pill-good
1579,11579.png,metal_nut,good,metal_nut-good
1580,11580.png,screw,good,screw-good
1581,11581.png,grid,good,grid-good
1582,11582.png,zipper,good,zipper-good
1583,11583.png,leather,good,leather-good
1584,11584.png,leather,good,leather-good
1585,11585.png,metal_nut,good,metal_nut-good
1586,11586.png,leather,good,leather-good
1587,11587.png,pill,good,pill-good
1588,11588.png,tile,glue_strip,tile-glue_strip
1589,11589.png,pill,good,pill-good
1590,11590.png,transistor,good,transistor-good
1591,11591.png,hazelnut,good,hazelnut-good
1592,11592.png,capsule,scratch,capsule-scratch
1593,11593.png,toothbrush,good,toothbrush-good
1594,11594.png,tile,good,tile-good
1595,11595.png,capsule,good,capsule-good
1596,11596.png,toothbrush,good,toothbrush-good
1597,11597.png,capsule,good,capsule-good
1598,11598.png,tile,crack,tile-crack
1599,11599.png,cable,bent_wire,cable-bent_wire
1600,11600.png,zipper,fabric_interior,zipper-fabric_interior
1601,11601.png,wood,good,wood-good
1602,11602.png,toothbrush,good,toothbrush-good
1603,11603.png,pill,good,pill-good
1604,11604.png,screw,good,screw-good
1605,11605.png,leather,good,leather-good
1606,11606.png,screw,good,screw-good
1607,11607.png,screw,good,screw-good
1608,11608.png,wood,good,wood-good
1609,11609.png,screw,good,screw-good
1610,11610.png,screw,thread_side,screw-thread_side
1611,11611.png,pill,good,pill-good
1612,11612.png,tile,good,tile-good
1613,11613.png,capsule,squeeze,capsule-squeeze
1614,11614.png,transistor,good,transistor-good
1615,11615.png,wood,good,wood-good
1616,11616.png,hazelnut,good,hazelnut-good
1617,11617.png,screw,good,screw-good
1618,11618.png,hazelnut,good,hazelnut-good
1619,11619.png,pill,good,pill-good
1620,11620.png,pill,scratch,pill-scratch
1621,11621.png,cable,good,cable-good
1622,11622.png,tile,good,tile-good
1623,11623.png,leather,good,leather-good
1624,11624.png,carpet,good,carpet-good
1625,11625.png,tile,good,tile-good
1626,11626.png,hazelnut,good,hazelnut-good
1627,11627.png,hazelnut,good,hazelnut-good
1628,11628.png,bottle,broken_small,bottle-broken_small
1629,11629.png,bottle,good,bottle-good
1630,11630.png,hazelnut,good,hazelnut-good
1631,11631.png,leather,good,leather-good
1632,11632.png,cable,missing_cable,cable-missing_cable
1633,11633.png,hazelnut,good,hazelnut-good
1634,11634.png,zipper,good,zipper-good
1635,11635.png,transistor,good,transistor-good
1636,11636.png,capsule,good,capsule-good
1637,11637.png,cable,poke_insulation,cable-poke_insulation
1638,11638.png,leather,good,leather-good
1639,11639.png,wood,good,wood-good
1640,11640.png,grid,good,grid-good
1641,11641.png,carpet,good,carpet-good
1642,11642.png,bottle,good,bottle-good
1643,11643.png,screw,good,screw-good
1644,11644.png,screw,good,screw-good
1645,11645.png,hazelnut,good,hazelnut-good
1646,11646.png,pill,faulty_imprint,pill-faulty_imprint
1647,11647.png,bottle,good,bottle-good
1648,11648.png,capsule,good,capsule-good
1649,11649.png,bottle,good,bottle-good
1650,11650.png,screw,good,screw-good
1651,11651.png,pill,good,pill-good
1652,11652.png,tile,good,tile-good
1653,11653.png,cable,good,cable-good
1654,11654.png,tile,good,tile-good
1655,11655.png,grid,good,grid-good
1656,11656.png,capsule,scratch,capsule-scratch
1657,11657.png,wood,good,wood-good
1658,11658.png,wood,scratch,wood-scratch
1659,11659.png,hazelnut,good,hazelnut-good
1660,11660.png,screw,good,screw-good
1661,11661.png,wood,good,wood-good
1662,11662.png,zipper,good,zipper-good
1663,11663.png,capsule,good,capsule-good
1664,11664.png,bottle,good,bottle-good
1665,11665.png,pill,good,pill-good
1666,11666.png,metal_nut,good,metal_nut-good
1667,11667.png,wood,good,wood-good
1668,11668.png,screw,good,screw-good
1669,11669.png,capsule,good,capsule-good
1670,11670.png,pill,good,pill-good
1671,11671.png,grid,good,grid-good
1672,11672.png,capsule,good,capsule-good
1673,11673.png,carpet,hole,carpet-hole
1674,11674.png,leather,good,leather-good
1675,11675.png,zipper,good,zipper-good
1676,11676.png,pill,good,pill-good
1677,11677.png,metal_nut,good,metal_nut-good
1678,11678.png,tile,good,tile-good
1679,11679.png,grid,good,grid-good
1680,11680.png,tile,good,tile-good
1681,11681.png,tile,good,tile-good
1682,11682.png,grid,good,grid-good
1683,11683.png,bottle,good,bottle-good
1684,11684.png,transistor,good,transistor-good
1685,11685.png,transistor,good,transistor-good
1686,11686.png,cable,good,cable-good
1687,11687.png,grid,good,grid-good
1688,11688.png,cable,good,cable-good
1689,11689.png,tile,good,tile-good
1690,11690.png,metal_nut,good,metal_nut-good
1691,11691.png,pill,good,pill-good
1692,11692.png,grid,good,grid-good
1693,11693.png,zipper,good,zipper-good
1694,11694.png,hazelnut,good,hazelnut-good
1695,11695.png,pill,good,pill-good
1696,11696.png,hazelnut,good,hazelnut-good
1697,11697.png,capsule,good,capsule-good
1698,11698.png,wood,good,wood-good
1699,11699.png,capsule,good,capsule-good
1700,11700.png,zipper,squeezed_teeth,zipper-squeezed_teeth
1701,11701.png,grid,good,grid-good
1702,11702.png,wood,good,wood-good
1703,11703.png,capsule,good,capsule-good
1704,11704.png,carpet,good,carpet-good
1705,11705.png,screw,good,screw-good
1706,11706.png,leather,good,leather-good
1707,11707.png,pill,good,pill-good
1708,11708.png,toothbrush,good,toothbrush-good
1709,11709.png,zipper,good,zipper-good
1710,11710.png,hazelnut,good,hazelnut-good
1711,11711.png,toothbrush,good,toothbrush-good
1712,11712.png,pill,good,pill-good
1713,11713.png,zipper,good,zipper-good
1714,11714.png,leather,good,leather-good
1715,11715.png,tile,good,tile-good
1716,11716.png,bottle,good,bottle-good
1717,11717.png,cable,good,cable-good
1718,11718.png,tile,good,tile-good
1719,11719.png,hazelnut,good,hazelnut-good
1720,11720.png,capsule,good,capsule-good
1721,11721.png,zipper,good,zipper-good
1722,11722.png,capsule,good,capsule-good
1723,11723.png,wood,good,wood-good
1724,11724.png,hazelnut,good,hazelnut-good
1725,11725.png,metal_nut,good,metal_nut-good
1726,11726.png,carpet,cut,carpet-cut
1727,11727.png,screw,scratch_head,screw-scratch_head
1728,11728.png,bottle,good,bottle-good
1729,11729.png,transistor,good,transistor-good
1730,11730.png,zipper,combined,zipper-combined
1731,11731.png,zipper,good,zipper-good
1732,11732.png,cable,cable_swap,cable-cable_swap
1733,11733.png,leather,good,leather-good
1734,11734.png,bottle,good,bottle-good
1735,11735.png,bottle,good,bottle-good
1736,11736.png,hazelnut,good,hazelnut-good
1737,11737.png,grid,good,grid-good
1738,11738.png,leather,good,leather-good
1739,11739.png,wood,good,wood-good
1740,11740.png,pill,good,pill-good
1741,11741.png,bottle,good,bottle-good
1742,11742.png,carpet,good,carpet-good
1743,11743.png,toothbrush,good,toothbrush-good
1744,11744.png,screw,good,screw-good
1745,11745.png,metal_nut,bent,metal_nut-bent
1746,11746.png,hazelnut,good,hazelnut-good
1747,11747.png,capsule,good,capsule-good
1748,11748.png,hazelnut,good,hazelnut-good
1749,11749.png,wood,good,wood-good
1750,11750.png,toothbrush,defective,toothbrush-defective
1751,11751.png,cable,good,cable-good
1752,11752.png,transistor,good,transistor-good
1753,11753.png,zipper,good,zipper-good
1754,11754.png,carpet,good,carpet-good
1755,11755.png,bottle,good,bottle-good
1756,11756.png,carpet,good,carpet-good
1757,11757.png,hazelnut,good,hazelnut-good
1758,11758.png,hazelnut,good,hazelnut-good
1759,11759.png,zipper,good,zipper-good
1760,11760.png,cable,good,cable-good
1761,11761.png,hazelnut,good,hazelnut-good
1762,11762.png,hazelnut,good,hazelnut-good
1763,11763.png,bottle,contamination,bottle-contamination
1764,11764.png,grid,good,grid-good
1765,11765.png,screw,good,screw-good
1766,11766.png,capsule,good,capsule-good
1767,11767.png,pill,good,pill-good
1768,11768.png,hazelnut,good,hazelnut-good
1769,11769.png,grid,good,grid-good
1770,11770.png,tile,good,tile-good
1771,11771.png,screw,good,screw-good
1772,11772.png,metal_nut,good,metal_nut-good
1773,11773.png,tile,good,tile-good
1774,11774.png,pill,good,pill-good
1775,11775.png,carpet,good,carpet-good
1776,11776.png,pill,good,pill-good
1777,11777.png,grid,good,grid-good
1778,11778.png,transistor,good,transistor-good
1779,11779.png,capsule,faulty_imprint,capsule-faulty_imprint
1780,11780.png,screw,good,screw-good
1781,11781.png,metal_nut,bent,metal_nut-bent
1782,11782.png,tile,good,tile-good
1783,11783.png,carpet,good,carpet-good
1784,11784.png,carpet,good,carpet-good
1785,11785.png,capsule,poke,capsule-poke
1786,11786.png,capsule,good,capsule-good
1787,11787.png,capsule,faulty_imprint,capsule-faulty_imprint
1788,11788.png,hazelnut,good,hazelnut-good
1789,11789.png,leather,good,leather-good
1790,11790.png,zipper,good,zipper-good
1791,11791.png,bottle,broken_small,bottle-broken_small
1792,11792.png,leather,good,leather-good
1793,11793.png,grid,good,grid-good
1794,11794.png,cable,good,cable-good
1795,11795.png,wood,hole,wood-hole
1796,11796.png,bottle,good,bottle-good
1797,11797.png,transistor,good,transistor-good
1798,11798.png,grid,glue,grid-glue
1799,11799.png,bottle,good,bottle-good
1800,11800.png,metal_nut,good,metal_nut-good
1801,11801.png,capsule,good,capsule-good
1802,11802.png,screw,thread_side,screw-thread_side
1803,11803.png,grid,good,grid-good
1804,11804.png,bottle,good,bottle-good
1805,11805.png,bottle,broken_small,bottle-broken_small
1806,11806.png,zipper,good,zipper-good
1807,11807.png,metal_nut,good,metal_nut-good
1808,11808.png,screw,good,screw-good
1809,11809.png,cable,good,cable-good
1810,11810.png,grid,good,grid-good
1811,11811.png,capsule,good,capsule-good
1812,11812.png,capsule,good,capsule-good
1813,11813.png,carpet,good,carpet-good
1814,11814.png,hazelnut,good,hazelnut-good
1815,11815.png,bottle,good,bottle-good
1816,11816.png,hazelnut,good,hazelnut-good
1817,11817.png,grid,good,grid-good
1818,11818.png,metal_nut,bent,metal_nut-bent
1819,11819.png,leather,good,leather-good
1820,11820.png,metal_nut,good,metal_nut-good
1821,11821.png,hazelnut,good,hazelnut-good
1822,11822.png,pill,good,pill-good
1823,11823.png,metal_nut,good,metal_nut-good
1824,11824.png,transistor,good,transistor-good
1825,11825.png,pill,good,pill-good
1826,11826.png,capsule,good,capsule-good
1827,11827.png,metal_nut,good,metal_nut-good
1828,11828.png,bottle,broken_large,bottle-broken_large
1829,11829.png,grid,good,grid-good
1830,11830.png,screw,good,screw-good
1831,11831.png,metal_nut,bent,metal_nut-bent
1832,11832.png,metal_nut,good,metal_nut-good
1833,11833.png,wood,good,wood-good
1834,11834.png,zipper,good,zipper-good
1835,11835.png,carpet,good,carpet-good
1836,11836.png,hazelnut,good,hazelnut-good
1837,11837.png,bottle,good,bottle-good
1838,11838.png,leather,color,leather-color
1839,11839.png,zipper,good,zipper-good
1840,11840.png,bottle,good,bottle-good
1841,11841.png,transistor,good,transistor-good
1842,11842.png,leather,glue,leather-glue
1843,11843.png,capsule,good,capsule-good
1844,11844.png,transistor,good,transistor-good
1845,11845.png,carpet,good,carpet-good
1846,11846.png,carpet,good,carpet-good
1847,11847.png,leather,good,leather-good
1848,11848.png,pill,good,pill-good
1849,11849.png,hazelnut,good,hazelnut-good
1850,11850.png,wood,good,wood-good
1851,11851.png,hazelnut,good,hazelnut-good
1852,11852.png,wood,good,wood-good
1853,11853.png,zipper,good,zipper-good
1854,11854.png,zipper,good,zipper-good
1855,11855.png,zipper,good,zipper-good
1856,11856.png,pill,good,pill-good
1857,11857.png,hazelnut,good,hazelnut-good
1858,11858.png,carpet,good,carpet-good
1859,11859.png,carpet,metal_contamination,carpet-metal_contamination
1860,11860.png,wood,good,wood-good
1861,11861.png,transistor,good,transistor-good
1862,11862.png,carpet,color,carpet-color
1863,11863.png,cable,cable_swap,cable-cable_swap
1864,11864.png,pill,good,pill-good
1865,11865.png,capsule,good,capsule-good
1866,11866.png,bottle,good,bottle-good
1867,11867.png,pill,good,pill-good
1868,11868.png,screw,good,screw-good
1869,11869.png,capsule,good,capsule-good
1870,11870.png,grid,good,grid-good
1871,11871.png,grid,good,grid-good
1872,11872.png,cable,good,cable-good
1873,11873.png,toothbrush,good,toothbrush-good
1874,11874.png,leather,good,leather-good
1875,11875.png,bottle,good,bottle-good
1876,11876.png,bottle,good,bottle-good
1877,11877.png,cable,good,cable-good
1878,11878.png,zipper,good,zipper-good
1879,11879.png,pill,color,pill-color
1880,11880.png,pill,good,pill-good
1881,11881.png,pill,good,pill-good
1882,11882.png,grid,good,grid-good
1883,11883.png,carpet,good,carpet-good
1884,11884.png,hazelnut,good,hazelnut-good
1885,11885.png,bottle,good,bottle-good
1886,11886.png,screw,good,screw-good
1887,11887.png,transistor,good,transistor-good
1888,11888.png,grid,good,grid-good
1889,11889.png,zipper,good,zipper-good
1890,11890.png,grid,good,grid-good
1891,11891.png,carpet,color,carpet-color
1892,11892.png,grid,good,grid-good
1893,11893.png,screw,good,screw-good
1894,11894.png,bottle,good,bottle-good
1895,11895.png,leather,glue,leather-glue
1896,11896.png,zipper,good,zipper-good
1897,11897.png,tile,good,tile-good
1898,11898.png,pill,good,pill-good
1899,11899.png,screw,good,screw-good
1900,11900.png,leather,color,leather-color
1901,11901.png,hazelnut,good,hazelnut-good
1902,11902.png,capsule,good,capsule-good
1903,11903.png,capsule,good,capsule-good
1904,11904.png,capsule,good,capsule-good
1905,11905.png,bottle,broken_small,bottle-broken_small
1906,11906.png,zipper,good,zipper-good
1907,11907.png,bottle,good,bottle-good
1908,11908.png,capsule,good,capsule-good
1909,11909.png,screw,good,screw-good
1910,11910.png,screw,good,screw-good
1911,11911.png,zipper,good,zipper-good
1912,11912.png,bottle,good,bottle-good
1913,11913.png,toothbrush,good,toothbrush-good
1914,11914.png,capsule,scratch,capsule-scratch
1915,11915.png,zipper,good,zipper-good
1916,11916.png,tile,gray_stroke,tile-gray_stroke
1917,11917.png,zipper,good,zipper-good
1918,11918.png,hazelnut,good,hazelnut-good
1919,11919.png,grid,glue,grid-glue
1920,11920.png,leather,cut,leather-cut
1921,11921.png,leather,good,leather-good
1922,11922.png,carpet,good,carpet-good
1923,11923.png,grid,good,grid-good
1924,11924.png,carpet,metal_contamination,carpet-metal_contamination
1925,11925.png,grid,good,grid-good
1926,11926.png,carpet,good,carpet-good
1927,11927.png,cable,good,cable-good
1928,11928.png,metal_nut,good,metal_nut-good
1929,11929.png,transistor,good,transistor-good
1930,11930.png,pill,good,pill-good
1931,11931.png,hazelnut,good,hazelnut-good
1932,11932.png,tile,glue_strip,tile-glue_strip
1933,11933.png,pill,good,pill-good
1934,11934.png,grid,good,grid-good
1935,11935.png,leather,good,leather-good
1936,11936.png,wood,good,wood-good
1937,11937.png,grid,good,grid-good
1938,11938.png,capsule,good,capsule-good
1939,11939.png,carpet,good,carpet-good
1940,11940.png,metal_nut,good,metal_nut-good
1941,11941.png,zipper,good,zipper-good
1942,11942.png,hazelnut,good,hazelnut-good
1943,11943.png,screw,good,screw-good
1944,11944.png,capsule,good,capsule-good
1945,11945.png,pill,color,pill-color
1946,11946.png,capsule,good,capsule-good
1947,11947.png,tile,rough,tile-rough
1948,11948.png,leather,good,leather-good
1949,11949.png,bottle,good,bottle-good
1950,11950.png,carpet,good,carpet-good
1951,11951.png,tile,good,tile-good
1952,11952.png,cable,good,cable-good
1953,11953.png,capsule,good,capsule-good
1954,11954.png,metal_nut,good,metal_nut-good
1955,11955.png,pill,good,pill-good
1956,11956.png,carpet,good,carpet-good
1957,11957.png,metal_nut,good,metal_nut-good
1958,11958.png,metal_nut,good,metal_nut-good
1959,11959.png,metal_nut,good,metal_nut-good
1960,11960.png,carpet,good,carpet-good
1961,11961.png,bottle,good,bottle-good
1962,11962.png,wood,good,wood-good
1963,11963.png,pill,good,pill-good
1964,11964.png,screw,good,screw-good
1965,11965.png,transistor,good,transistor-good
1966,11966.png,pill,good,pill-good
1967,11967.png,wood,good,wood-good
1968,11968.png,leather,good,leather-good
1969,11969.png,screw,good,screw-good
1970,11970.png,screw,good,screw-good
1971,11971.png,bottle,good,bottle-good
1972,11972.png,screw,scratch_neck,screw-scratch_neck
1973,11973.png,bottle,good,bottle-good
1974,11974.png,zipper,good,zipper-good
1975,11975.png,hazelnut,good,hazelnut-good
1976,11976.png,grid,good,grid-good
1977,11977.png,screw,good,screw-good
1978,11978.png,pill,scratch,pill-scratch
1979,11979.png,grid,thread,grid-thread
1980,11980.png,carpet,good,carpet-good
1981,11981.png,wood,good,wood-good
1982,11982.png,zipper,good,zipper-good
1983,11983.png,carpet,good,carpet-good
1984,11984.png,capsule,good,capsule-good
1985,11985.png,grid,good,grid-good
1986,11986.png,zipper,good,zipper-good
1987,11987.png,pill,good,pill-good
1988,11988.png,tile,good,tile-good
1989,11989.png,bottle,good,bottle-good
1990,11990.png,bottle,good,bottle-good
1991,11991.png,leather,good,leather-good
1992,11992.png,zipper,good,zipper-good
1993,11993.png,cable,combined,cable-combined
1994,11994.png,wood,good,wood-good
1995,11995.png,wood,good,wood-good
1996,11996.png,pill,good,pill-good
1997,11997.png,carpet,good,carpet-good
1998,11998.png,grid,good,grid-good
1999,11999.png,capsule,poke,capsule-poke
2000,12000.png,zipper,good,zipper-good
2001,12001.png,cable,good,cable-good
2002,12002.png,metal_nut,good,metal_nut-good
2003,12003.png,pill,combined,pill-combined
2004,12004.png,hazelnut,good,hazelnut-good
2005,12005.png,bottle,good,bottle-good
2006,12006.png,bottle,broken_large,bottle-broken_large
2007,12007.png,carpet,good,carpet-good
2008,12008.png,hazelnut,good,hazelnut-good
2009,12009.png,toothbrush,good,toothbrush-good
2010,12010.png,carpet,good,carpet-good
2011,12011.png,metal_nut,good,metal_nut-good
2012,12012.png,tile,rough,tile-rough
2013,12013.png,wood,good,wood-good
2014,12014.png,carpet,good,carpet-good
2015,12015.png,tile,good,tile-good
2016,12016.png,transistor,damaged_case,transistor-damaged_case
2017,12017.png,hazelnut,good,hazelnut-good
2018,12018.png,transistor,good,transistor-good
2019,12019.png,transistor,good,transistor-good
2020,12020.png,bottle,good,bottle-good
2021,12021.png,screw,good,screw-good
2022,12022.png,grid,good,grid-good
2023,12023.png,leather,color,leather-color
2024,12024.png,capsule,good,capsule-good
2025,12025.png,screw,good,screw-good
2026,12026.png,zipper,good,zipper-good
2027,12027.png,transistor,good,transistor-good
2028,12028.png,grid,good,grid-good
2029,12029.png,grid,good,grid-good
2030,12030.png,bottle,good,bottle-good
2031,12031.png,zipper,good,zipper-good
2032,12032.png,leather,good,leather-good
2033,12033.png,wood,good,wood-good
2034,12034.png,hazelnut,cut,hazelnut-cut
2035,12035.png,zipper,good,zipper-good
2036,12036.png,zipper,good,zipper-good
2037,12037.png,hazelnut,good,hazelnut-good
2038,12038.png,grid,good,grid-good
2039,12039.png,wood,good,wood-good
2040,12040.png,zipper,good,zipper-good
2041,12041.png,grid,good,grid-good
2042,12042.png,screw,good,screw-good
2043,12043.png,wood,good,wood-good
2044,12044.png,metal_nut,good,metal_nut-good
2045,12045.png,tile,good,tile-good
2046,12046.png,transistor,good,transistor-good
2047,12047.png,leather,good,leather-good
2048,12048.png,zipper,good,zipper-good
2049,12049.png,grid,good,grid-good
2050,12050.png,metal_nut,good,metal_nut-good
2051,12051.png,tile,good,tile-good
2052,12052.png,metal_nut,good,metal_nut-good
2053,12053.png,leather,good,leather-good
2054,12054.png,transistor,good,transistor-good
2055,12055.png,hazelnut,good,hazelnut-good
2056,12056.png,leather,good,leather-good
2057,12057.png,grid,good,grid-good
2058,12058.png,toothbrush,good,toothbrush-good
2059,12059.png,bottle,good,bottle-good
2060,12060.png,zipper,good,zipper-good
2061,12061.png,metal_nut,good,metal_nut-good
2062,12062.png,pill,good,pill-good
2063,12063.png,hazelnut,good,hazelnut-good
2064,12064.png,pill,good,pill-good
2065,12065.png,transistor,good,transistor-good
2066,12066.png,leather,good,leather-good
2067,12067.png,capsule,good,capsule-good
2068,12068.png,transistor,good,transistor-good
2069,12069.png,tile,good,tile-good
2070,12070.png,cable,good,cable-good
2071,12071.png,metal_nut,good,metal_nut-good
2072,12072.png,cable,good,cable-good
2073,12073.png,wood,good,wood-good
2074,12074.png,pill,good,pill-good
2075,12075.png,screw,good,screw-good
2076,12076.png,leather,glue,leather-glue
2077,12077.png,capsule,good,capsule-good
2078,12078.png,hazelnut,good,hazelnut-good
2079,12079.png,grid,good,grid-good
2080,12080.png,cable,good,cable-good
2081,12081.png,grid,good,grid-good
2082,12082.png,leather,good,leather-good
2083,12083.png,wood,scratch,wood-scratch
2084,12084.png,grid,good,grid-good
2085,12085.png,metal_nut,good,metal_nut-good
2086,12086.png,cable,poke_insulation,cable-poke_insulation
2087,12087.png,zipper,good,zipper-good
2088,12088.png,hazelnut,hole,hazelnut-hole
2089,12089.png,pill,good,pill-good
